date,vintage_date,variable,source,frequency,forecast_horizon,value
31/03/1990,31/12/2003,aweagg,ons,Q,-55,61.3
30/06/1990,31/12/2003,aweagg,ons,Q,-54,63.3
30/09/1990,31/12/2003,aweagg,ons,Q,-53,64.8
31/12/1990,31/12/2003,aweagg,ons,Q,-52,66.2
31/03/1991,31/12/2003,aweagg,ons,Q,-51,66.8
30/06/1991,31/12/2003,aweagg,ons,Q,-50,68.3
30/09/1991,31/12/2003,aweagg,ons,Q,-49,69.6
31/12/1991,31/12/2003,aweagg,ons,Q,-48,70.8
31/03/1992,31/12/2003,aweagg,ons,Q,-47,71.9
30/06/1992,31/12/2003,aweagg,ons,Q,-46,72.5
30/09/1992,31/12/2003,aweagg,ons,Q,-45,73.3
31/12/1992,31/12/2003,aweagg,ons,Q,-44,74.1
31/03/1993,31/12/2003,aweagg,ons,Q,-43,74.2
30/06/1993,31/12/2003,aweagg,ons,Q,-42,74.9
30/09/1993,31/12/2003,aweagg,ons,Q,-41,75.6
31/12/1993,31/12/2003,aweagg,ons,Q,-40,76.3
31/03/1994,31/12/2003,aweagg,ons,Q,-39,76.9
30/06/1994,31/12/2003,aweagg,ons,Q,-38,77.5
30/09/1994,31/12/2003,aweagg,ons,Q,-37,78.4
31/12/1994,31/12/2003,aweagg,ons,Q,-36,79
31/03/1995,31/12/2003,aweagg,ons,Q,-35,79.6
30/06/1995,31/12/2003,aweagg,ons,Q,-34,80.1
30/09/1995,31/12/2003,aweagg,ons,Q,-33,80.5
31/12/1995,31/12/2003,aweagg,ons,Q,-32,81.4
31/03/1996,31/12/2003,aweagg,ons,Q,-31,82
30/06/1996,31/12/2003,aweagg,ons,Q,-30,82.7
30/09/1996,31/12/2003,aweagg,ons,Q,-29,83.7
31/12/1996,31/12/2003,aweagg,ons,Q,-28,84.5
31/03/1997,31/12/2003,aweagg,ons,Q,-27,85.4
30/06/1997,31/12/2003,aweagg,ons,Q,-26,86
30/09/1997,31/12/2003,aweagg,ons,Q,-25,87.3
31/12/1997,31/12/2003,aweagg,ons,Q,-24,88.6
31/03/1998,31/12/2003,aweagg,ons,Q,-23,89.6
30/06/1998,31/12/2003,aweagg,ons,Q,-22,90.9
30/09/1998,31/12/2003,aweagg,ons,Q,-21,91.9
31/12/1998,31/12/2003,aweagg,ons,Q,-20,92.7
31/03/1999,31/12/2003,aweagg,ons,Q,-19,93.6
30/06/1999,31/12/2003,aweagg,ons,Q,-18,95
30/09/1999,31/12/2003,aweagg,ons,Q,-17,96.2
31/12/1999,31/12/2003,aweagg,ons,Q,-16,97.8
31/03/2000,31/12/2003,aweagg,ons,Q,-15,98.8
30/06/2000,31/12/2003,aweagg,ons,Q,-14,98.9
30/09/2000,31/12/2003,aweagg,ons,Q,-13,100.2
31/12/2000,31/12/2003,aweagg,ons,Q,-12,102.2
31/03/2001,31/12/2003,aweagg,ons,Q,-11,103.5
30/06/2001,31/12/2003,aweagg,ons,Q,-10,104.1
30/09/2001,31/12/2003,aweagg,ons,Q,-9,104.7
31/12/2001,31/12/2003,aweagg,ons,Q,-8,105.4
31/03/2002,31/12/2003,aweagg,ons,Q,-7,106.6
30/06/2002,31/12/2003,aweagg,ons,Q,-6,108
30/09/2002,31/12/2003,aweagg,ons,Q,-5,108.6
31/12/2002,31/12/2003,aweagg,ons,Q,-4,109.4
31/03/2003,31/12/2003,aweagg,ons,Q,-3,110.4
30/06/2003,31/12/2003,aweagg,ons,Q,-2,111.2
30/09/2003,31/12/2003,aweagg,ons,Q,-1,112.5
31/03/1990,31/03/2004,aweagg,ons,Q,-56,61.3
30/06/1990,31/03/2004,aweagg,ons,Q,-55,63.3
30/09/1990,31/03/2004,aweagg,ons,Q,-54,64.8
31/12/1990,31/03/2004,aweagg,ons,Q,-53,66.2
31/03/1991,31/03/2004,aweagg,ons,Q,-52,66.8
30/06/1991,31/03/2004,aweagg,ons,Q,-51,68.3
30/09/1991,31/03/2004,aweagg,ons,Q,-50,69.6
31/12/1991,31/03/2004,aweagg,ons,Q,-49,70.8
31/03/1992,31/03/2004,aweagg,ons,Q,-48,71.9
30/06/1992,31/03/2004,aweagg,ons,Q,-47,72.5
30/09/1992,31/03/2004,aweagg,ons,Q,-46,73.3
31/12/1992,31/03/2004,aweagg,ons,Q,-45,74.1
31/03/1993,31/03/2004,aweagg,ons,Q,-44,74.2
30/06/1993,31/03/2004,aweagg,ons,Q,-43,74.9
30/09/1993,31/03/2004,aweagg,ons,Q,-42,75.6
31/12/1993,31/03/2004,aweagg,ons,Q,-41,76.3
31/03/1994,31/03/2004,aweagg,ons,Q,-40,76.9
30/06/1994,31/03/2004,aweagg,ons,Q,-39,77.5
30/09/1994,31/03/2004,aweagg,ons,Q,-38,78.4
31/12/1994,31/03/2004,aweagg,ons,Q,-37,79
31/03/1995,31/03/2004,aweagg,ons,Q,-36,79.6
30/06/1995,31/03/2004,aweagg,ons,Q,-35,80.1
30/09/1995,31/03/2004,aweagg,ons,Q,-34,80.5
31/12/1995,31/03/2004,aweagg,ons,Q,-33,81.4
31/03/1996,31/03/2004,aweagg,ons,Q,-32,82
30/06/1996,31/03/2004,aweagg,ons,Q,-31,82.7
30/09/1996,31/03/2004,aweagg,ons,Q,-30,83.7
31/12/1996,31/03/2004,aweagg,ons,Q,-29,84.5
31/03/1997,31/03/2004,aweagg,ons,Q,-28,85.4
30/06/1997,31/03/2004,aweagg,ons,Q,-27,86
30/09/1997,31/03/2004,aweagg,ons,Q,-26,87.3
31/12/1997,31/03/2004,aweagg,ons,Q,-25,88.6
31/03/1998,31/03/2004,aweagg,ons,Q,-24,89.6
30/06/1998,31/03/2004,aweagg,ons,Q,-23,90.9
30/09/1998,31/03/2004,aweagg,ons,Q,-22,91.9
31/12/1998,31/03/2004,aweagg,ons,Q,-21,92.7
31/03/1999,31/03/2004,aweagg,ons,Q,-20,93.6
30/06/1999,31/03/2004,aweagg,ons,Q,-19,95
30/09/1999,31/03/2004,aweagg,ons,Q,-18,96.2
31/12/1999,31/03/2004,aweagg,ons,Q,-17,97.8
31/03/2000,31/03/2004,aweagg,ons,Q,-16,98.8
30/06/2000,31/03/2004,aweagg,ons,Q,-15,98.9
30/09/2000,31/03/2004,aweagg,ons,Q,-14,100.2
31/12/2000,31/03/2004,aweagg,ons,Q,-13,102.2
31/03/2001,31/03/2004,aweagg,ons,Q,-12,103.5
30/06/2001,31/03/2004,aweagg,ons,Q,-11,104.1
30/09/2001,31/03/2004,aweagg,ons,Q,-10,104.7
31/12/2001,31/03/2004,aweagg,ons,Q,-9,105.4
31/03/2002,31/03/2004,aweagg,ons,Q,-8,106.6
30/06/2002,31/03/2004,aweagg,ons,Q,-7,108
30/09/2002,31/03/2004,aweagg,ons,Q,-6,108.6
31/12/2002,31/03/2004,aweagg,ons,Q,-5,109.4
31/03/2003,31/03/2004,aweagg,ons,Q,-4,110.4
30/06/2003,31/03/2004,aweagg,ons,Q,-3,111.2
30/09/2003,31/03/2004,aweagg,ons,Q,-2,112.5
31/12/2003,31/03/2004,aweagg,ons,Q,-1,113.262
31/03/1990,30/06/2004,aweagg,ons,Q,-57,61.3
30/06/1990,30/06/2004,aweagg,ons,Q,-56,63.3
30/09/1990,30/06/2004,aweagg,ons,Q,-55,64.8
31/12/1990,30/06/2004,aweagg,ons,Q,-54,66.2
31/03/1991,30/06/2004,aweagg,ons,Q,-53,66.8
30/06/1991,30/06/2004,aweagg,ons,Q,-52,68.3
30/09/1991,30/06/2004,aweagg,ons,Q,-51,69.6
31/12/1991,30/06/2004,aweagg,ons,Q,-50,70.8
31/03/1992,30/06/2004,aweagg,ons,Q,-49,71.9
30/06/1992,30/06/2004,aweagg,ons,Q,-48,72.5
30/09/1992,30/06/2004,aweagg,ons,Q,-47,73.3
31/12/1992,30/06/2004,aweagg,ons,Q,-46,74.1
31/03/1993,30/06/2004,aweagg,ons,Q,-45,74.2
30/06/1993,30/06/2004,aweagg,ons,Q,-44,74.9
30/09/1993,30/06/2004,aweagg,ons,Q,-43,75.6
31/12/1993,30/06/2004,aweagg,ons,Q,-42,76.3
31/03/1994,30/06/2004,aweagg,ons,Q,-41,76.9
30/06/1994,30/06/2004,aweagg,ons,Q,-40,77.5
30/09/1994,30/06/2004,aweagg,ons,Q,-39,78.4
31/12/1994,30/06/2004,aweagg,ons,Q,-38,79
31/03/1995,30/06/2004,aweagg,ons,Q,-37,79.6
30/06/1995,30/06/2004,aweagg,ons,Q,-36,80.1
30/09/1995,30/06/2004,aweagg,ons,Q,-35,80.5
31/12/1995,30/06/2004,aweagg,ons,Q,-34,81.4
31/03/1996,30/06/2004,aweagg,ons,Q,-33,82
30/06/1996,30/06/2004,aweagg,ons,Q,-32,82.7
30/09/1996,30/06/2004,aweagg,ons,Q,-31,83.7
31/12/1996,30/06/2004,aweagg,ons,Q,-30,84.5
31/03/1997,30/06/2004,aweagg,ons,Q,-29,85.4
30/06/1997,30/06/2004,aweagg,ons,Q,-28,86
30/09/1997,30/06/2004,aweagg,ons,Q,-27,87.3
31/12/1997,30/06/2004,aweagg,ons,Q,-26,88.6
31/03/1998,30/06/2004,aweagg,ons,Q,-25,89.6
30/06/1998,30/06/2004,aweagg,ons,Q,-24,90.9
30/09/1998,30/06/2004,aweagg,ons,Q,-23,91.9
31/12/1998,30/06/2004,aweagg,ons,Q,-22,92.7
31/03/1999,30/06/2004,aweagg,ons,Q,-21,93.6
30/06/1999,30/06/2004,aweagg,ons,Q,-20,95
30/09/1999,30/06/2004,aweagg,ons,Q,-19,96.2
31/12/1999,30/06/2004,aweagg,ons,Q,-18,97.8
31/03/2000,30/06/2004,aweagg,ons,Q,-17,98.8
30/06/2000,30/06/2004,aweagg,ons,Q,-16,98.9
30/09/2000,30/06/2004,aweagg,ons,Q,-15,100.2
31/12/2000,30/06/2004,aweagg,ons,Q,-14,102.2
31/03/2001,30/06/2004,aweagg,ons,Q,-13,103.5
30/06/2001,30/06/2004,aweagg,ons,Q,-12,104.1
30/09/2001,30/06/2004,aweagg,ons,Q,-11,104.7
31/12/2001,30/06/2004,aweagg,ons,Q,-10,105.4
31/03/2002,30/06/2004,aweagg,ons,Q,-9,106.6
30/06/2002,30/06/2004,aweagg,ons,Q,-8,108
30/09/2002,30/06/2004,aweagg,ons,Q,-7,108.6
31/12/2002,30/06/2004,aweagg,ons,Q,-6,109.5
31/03/2003,30/06/2004,aweagg,ons,Q,-5,110.2
30/06/2003,30/06/2004,aweagg,ons,Q,-4,111.2
30/09/2003,30/06/2004,aweagg,ons,Q,-3,112.5
31/12/2003,30/06/2004,aweagg,ons,Q,-2,113.3
31/03/2004,30/06/2004,aweagg,ons,Q,-1,116.01856
31/03/1990,30/09/2004,aweagg,ons,Q,-58,61.3
30/06/1990,30/09/2004,aweagg,ons,Q,-57,63.3
30/09/1990,30/09/2004,aweagg,ons,Q,-56,64.8
31/12/1990,30/09/2004,aweagg,ons,Q,-55,66.2
31/03/1991,30/09/2004,aweagg,ons,Q,-54,66.8
30/06/1991,30/09/2004,aweagg,ons,Q,-53,68.3
30/09/1991,30/09/2004,aweagg,ons,Q,-52,69.6
31/12/1991,30/09/2004,aweagg,ons,Q,-51,70.8
31/03/1992,30/09/2004,aweagg,ons,Q,-50,71.9
30/06/1992,30/09/2004,aweagg,ons,Q,-49,72.5
30/09/1992,30/09/2004,aweagg,ons,Q,-48,73.3
31/12/1992,30/09/2004,aweagg,ons,Q,-47,74.1
31/03/1993,30/09/2004,aweagg,ons,Q,-46,74.2
30/06/1993,30/09/2004,aweagg,ons,Q,-45,74.9
30/09/1993,30/09/2004,aweagg,ons,Q,-44,75.6
31/12/1993,30/09/2004,aweagg,ons,Q,-43,76.3
31/03/1994,30/09/2004,aweagg,ons,Q,-42,76.9
30/06/1994,30/09/2004,aweagg,ons,Q,-41,77.5
30/09/1994,30/09/2004,aweagg,ons,Q,-40,78.4
31/12/1994,30/09/2004,aweagg,ons,Q,-39,79
31/03/1995,30/09/2004,aweagg,ons,Q,-38,79.6
30/06/1995,30/09/2004,aweagg,ons,Q,-37,80.1
30/09/1995,30/09/2004,aweagg,ons,Q,-36,80.5
31/12/1995,30/09/2004,aweagg,ons,Q,-35,81.4
31/03/1996,30/09/2004,aweagg,ons,Q,-34,82
30/06/1996,30/09/2004,aweagg,ons,Q,-33,82.7
30/09/1996,30/09/2004,aweagg,ons,Q,-32,83.7
31/12/1996,30/09/2004,aweagg,ons,Q,-31,84.5
31/03/1997,30/09/2004,aweagg,ons,Q,-30,85.4
30/06/1997,30/09/2004,aweagg,ons,Q,-29,86
30/09/1997,30/09/2004,aweagg,ons,Q,-28,87.3
31/12/1997,30/09/2004,aweagg,ons,Q,-27,88.6
31/03/1998,30/09/2004,aweagg,ons,Q,-26,89.6
30/06/1998,30/09/2004,aweagg,ons,Q,-25,90.9
30/09/1998,30/09/2004,aweagg,ons,Q,-24,91.9
31/12/1998,30/09/2004,aweagg,ons,Q,-23,92.7
31/03/1999,30/09/2004,aweagg,ons,Q,-22,93.6
30/06/1999,30/09/2004,aweagg,ons,Q,-21,95
30/09/1999,30/09/2004,aweagg,ons,Q,-20,96.2
31/12/1999,30/09/2004,aweagg,ons,Q,-19,97.8
31/03/2000,30/09/2004,aweagg,ons,Q,-18,98.8
30/06/2000,30/09/2004,aweagg,ons,Q,-17,98.9
30/09/2000,30/09/2004,aweagg,ons,Q,-16,100.2
31/12/2000,30/09/2004,aweagg,ons,Q,-15,102.2
31/03/2001,30/09/2004,aweagg,ons,Q,-14,103.5
30/06/2001,30/09/2004,aweagg,ons,Q,-13,104.1
30/09/2001,30/09/2004,aweagg,ons,Q,-12,104.7
31/12/2001,30/09/2004,aweagg,ons,Q,-11,105.4
31/03/2002,30/09/2004,aweagg,ons,Q,-10,106.6
30/06/2002,30/09/2004,aweagg,ons,Q,-9,108
30/09/2002,30/09/2004,aweagg,ons,Q,-8,108.6
31/12/2002,30/09/2004,aweagg,ons,Q,-7,109.5
31/03/2003,30/09/2004,aweagg,ons,Q,-6,110
30/06/2003,30/09/2004,aweagg,ons,Q,-5,111.2
30/09/2003,30/09/2004,aweagg,ons,Q,-4,112.5
31/12/2003,30/09/2004,aweagg,ons,Q,-3,113.3
31/03/2004,30/09/2004,aweagg,ons,Q,-2,115.7
30/06/2004,30/09/2004,aweagg,ons,Q,-1,116.04832509501641
31/03/1990,31/12/2004,aweagg,ons,Q,-59,61.3
30/06/1990,31/12/2004,aweagg,ons,Q,-58,63.3
30/09/1990,31/12/2004,aweagg,ons,Q,-57,64.8
31/12/1990,31/12/2004,aweagg,ons,Q,-56,66.2
31/03/1991,31/12/2004,aweagg,ons,Q,-55,66.8
30/06/1991,31/12/2004,aweagg,ons,Q,-54,68.3
30/09/1991,31/12/2004,aweagg,ons,Q,-53,69.6
31/12/1991,31/12/2004,aweagg,ons,Q,-52,70.8
31/03/1992,31/12/2004,aweagg,ons,Q,-51,71.9
30/06/1992,31/12/2004,aweagg,ons,Q,-50,72.5
30/09/1992,31/12/2004,aweagg,ons,Q,-49,73.3
31/12/1992,31/12/2004,aweagg,ons,Q,-48,74.1
31/03/1993,31/12/2004,aweagg,ons,Q,-47,74.2
30/06/1993,31/12/2004,aweagg,ons,Q,-46,74.9
30/09/1993,31/12/2004,aweagg,ons,Q,-45,75.6
31/12/1993,31/12/2004,aweagg,ons,Q,-44,76.3
31/03/1994,31/12/2004,aweagg,ons,Q,-43,76.9
30/06/1994,31/12/2004,aweagg,ons,Q,-42,77.5
30/09/1994,31/12/2004,aweagg,ons,Q,-41,78.4
31/12/1994,31/12/2004,aweagg,ons,Q,-40,79
31/03/1995,31/12/2004,aweagg,ons,Q,-39,79.6
30/06/1995,31/12/2004,aweagg,ons,Q,-38,80.1
30/09/1995,31/12/2004,aweagg,ons,Q,-37,80.5
31/12/1995,31/12/2004,aweagg,ons,Q,-36,81.4
31/03/1996,31/12/2004,aweagg,ons,Q,-35,82
30/06/1996,31/12/2004,aweagg,ons,Q,-34,82.7
30/09/1996,31/12/2004,aweagg,ons,Q,-33,83.7
31/12/1996,31/12/2004,aweagg,ons,Q,-32,84.5
31/03/1997,31/12/2004,aweagg,ons,Q,-31,85.4
30/06/1997,31/12/2004,aweagg,ons,Q,-30,86
30/09/1997,31/12/2004,aweagg,ons,Q,-29,87.3
31/12/1997,31/12/2004,aweagg,ons,Q,-28,88.6
31/03/1998,31/12/2004,aweagg,ons,Q,-27,89.6
30/06/1998,31/12/2004,aweagg,ons,Q,-26,90.9
30/09/1998,31/12/2004,aweagg,ons,Q,-25,91.9
31/12/1998,31/12/2004,aweagg,ons,Q,-24,92.7
31/03/1999,31/12/2004,aweagg,ons,Q,-23,93.6
30/06/1999,31/12/2004,aweagg,ons,Q,-22,95
30/09/1999,31/12/2004,aweagg,ons,Q,-21,96.2
31/12/1999,31/12/2004,aweagg,ons,Q,-20,97.8
31/03/2000,31/12/2004,aweagg,ons,Q,-19,98.8
30/06/2000,31/12/2004,aweagg,ons,Q,-18,98.9
30/09/2000,31/12/2004,aweagg,ons,Q,-17,100.2
31/12/2000,31/12/2004,aweagg,ons,Q,-16,102.2
31/03/2001,31/12/2004,aweagg,ons,Q,-15,103.5
30/06/2001,31/12/2004,aweagg,ons,Q,-14,104.1
30/09/2001,31/12/2004,aweagg,ons,Q,-13,104.7
31/12/2001,31/12/2004,aweagg,ons,Q,-12,105.4
31/03/2002,31/12/2004,aweagg,ons,Q,-11,106.6
30/06/2002,31/12/2004,aweagg,ons,Q,-10,108
30/09/2002,31/12/2004,aweagg,ons,Q,-9,108.6
31/12/2002,31/12/2004,aweagg,ons,Q,-8,109.5
31/03/2003,31/12/2004,aweagg,ons,Q,-7,110
30/06/2003,31/12/2004,aweagg,ons,Q,-6,111.2
30/09/2003,31/12/2004,aweagg,ons,Q,-5,112.6
31/12/2003,31/12/2004,aweagg,ons,Q,-4,113.3
31/03/2004,31/12/2004,aweagg,ons,Q,-3,115.7
30/06/2004,31/12/2004,aweagg,ons,Q,-2,116
30/09/2004,31/12/2004,aweagg,ons,Q,-1,117.0514533
31/03/1990,31/03/2005,aweagg,ons,Q,-60,61.3
30/06/1990,31/03/2005,aweagg,ons,Q,-59,63.3
30/09/1990,31/03/2005,aweagg,ons,Q,-58,64.8
31/12/1990,31/03/2005,aweagg,ons,Q,-57,66.2
31/03/1991,31/03/2005,aweagg,ons,Q,-56,66.8
30/06/1991,31/03/2005,aweagg,ons,Q,-55,68.3
30/09/1991,31/03/2005,aweagg,ons,Q,-54,69.6
31/12/1991,31/03/2005,aweagg,ons,Q,-53,70.8
31/03/1992,31/03/2005,aweagg,ons,Q,-52,71.9
30/06/1992,31/03/2005,aweagg,ons,Q,-51,72.5
30/09/1992,31/03/2005,aweagg,ons,Q,-50,73.3
31/12/1992,31/03/2005,aweagg,ons,Q,-49,74.1
31/03/1993,31/03/2005,aweagg,ons,Q,-48,74.2
30/06/1993,31/03/2005,aweagg,ons,Q,-47,74.9
30/09/1993,31/03/2005,aweagg,ons,Q,-46,75.6
31/12/1993,31/03/2005,aweagg,ons,Q,-45,76.3
31/03/1994,31/03/2005,aweagg,ons,Q,-44,76.9
30/06/1994,31/03/2005,aweagg,ons,Q,-43,77.5
30/09/1994,31/03/2005,aweagg,ons,Q,-42,78.4
31/12/1994,31/03/2005,aweagg,ons,Q,-41,79
31/03/1995,31/03/2005,aweagg,ons,Q,-40,79.6
30/06/1995,31/03/2005,aweagg,ons,Q,-39,80.1
30/09/1995,31/03/2005,aweagg,ons,Q,-38,80.5
31/12/1995,31/03/2005,aweagg,ons,Q,-37,81.4
31/03/1996,31/03/2005,aweagg,ons,Q,-36,82
30/06/1996,31/03/2005,aweagg,ons,Q,-35,82.7
30/09/1996,31/03/2005,aweagg,ons,Q,-34,83.7
31/12/1996,31/03/2005,aweagg,ons,Q,-33,84.5
31/03/1997,31/03/2005,aweagg,ons,Q,-32,85.4
30/06/1997,31/03/2005,aweagg,ons,Q,-31,86
30/09/1997,31/03/2005,aweagg,ons,Q,-30,87.3
31/12/1997,31/03/2005,aweagg,ons,Q,-29,88.6
31/03/1998,31/03/2005,aweagg,ons,Q,-28,89.6
30/06/1998,31/03/2005,aweagg,ons,Q,-27,90.9
30/09/1998,31/03/2005,aweagg,ons,Q,-26,91.9
31/12/1998,31/03/2005,aweagg,ons,Q,-25,92.7
31/03/1999,31/03/2005,aweagg,ons,Q,-24,93.6
30/06/1999,31/03/2005,aweagg,ons,Q,-23,95
30/09/1999,31/03/2005,aweagg,ons,Q,-22,96.2
31/12/1999,31/03/2005,aweagg,ons,Q,-21,97.8
31/03/2000,31/03/2005,aweagg,ons,Q,-20,98.8
30/06/2000,31/03/2005,aweagg,ons,Q,-19,98.9
30/09/2000,31/03/2005,aweagg,ons,Q,-18,100.2
31/12/2000,31/03/2005,aweagg,ons,Q,-17,102.2
31/03/2001,31/03/2005,aweagg,ons,Q,-16,103.5
30/06/2001,31/03/2005,aweagg,ons,Q,-15,104
30/09/2001,31/03/2005,aweagg,ons,Q,-14,104.7
31/12/2001,31/03/2005,aweagg,ons,Q,-13,105.5
31/03/2002,31/03/2005,aweagg,ons,Q,-12,106.5
30/06/2002,31/03/2005,aweagg,ons,Q,-11,108
30/09/2002,31/03/2005,aweagg,ons,Q,-10,108.6
31/12/2002,31/03/2005,aweagg,ons,Q,-9,109.6
31/03/2003,31/03/2005,aweagg,ons,Q,-8,110.2
30/06/2003,31/03/2005,aweagg,ons,Q,-7,111.2
30/09/2003,31/03/2005,aweagg,ons,Q,-6,112.6
31/12/2003,31/03/2005,aweagg,ons,Q,-5,113.3
31/03/2004,31/03/2005,aweagg,ons,Q,-4,116
30/06/2004,31/03/2005,aweagg,ons,Q,-3,115.8
30/09/2004,31/03/2005,aweagg,ons,Q,-2,116.8
31/12/2004,31/03/2005,aweagg,ons,Q,-1,118.2268505
31/03/1990,30/06/2005,aweagg,ons,Q,-61,61.3
30/06/1990,30/06/2005,aweagg,ons,Q,-60,63.3
30/09/1990,30/06/2005,aweagg,ons,Q,-59,64.8
31/12/1990,30/06/2005,aweagg,ons,Q,-58,66.2
31/03/1991,30/06/2005,aweagg,ons,Q,-57,66.8
30/06/1991,30/06/2005,aweagg,ons,Q,-56,68.3
30/09/1991,30/06/2005,aweagg,ons,Q,-55,69.6
31/12/1991,30/06/2005,aweagg,ons,Q,-54,70.8
31/03/1992,30/06/2005,aweagg,ons,Q,-53,71.9
30/06/1992,30/06/2005,aweagg,ons,Q,-52,72.5
30/09/1992,30/06/2005,aweagg,ons,Q,-51,73.3
31/12/1992,30/06/2005,aweagg,ons,Q,-50,74.1
31/03/1993,30/06/2005,aweagg,ons,Q,-49,74.2
30/06/1993,30/06/2005,aweagg,ons,Q,-48,74.9
30/09/1993,30/06/2005,aweagg,ons,Q,-47,75.6
31/12/1993,30/06/2005,aweagg,ons,Q,-46,76.3
31/03/1994,30/06/2005,aweagg,ons,Q,-45,76.9
30/06/1994,30/06/2005,aweagg,ons,Q,-44,77.5
30/09/1994,30/06/2005,aweagg,ons,Q,-43,78.4
31/12/1994,30/06/2005,aweagg,ons,Q,-42,79
31/03/1995,30/06/2005,aweagg,ons,Q,-41,79.6
30/06/1995,30/06/2005,aweagg,ons,Q,-40,80.1
30/09/1995,30/06/2005,aweagg,ons,Q,-39,80.5
31/12/1995,30/06/2005,aweagg,ons,Q,-38,81.4
31/03/1996,30/06/2005,aweagg,ons,Q,-37,82
30/06/1996,30/06/2005,aweagg,ons,Q,-36,82.7
30/09/1996,30/06/2005,aweagg,ons,Q,-35,83.7
31/12/1996,30/06/2005,aweagg,ons,Q,-34,84.5
31/03/1997,30/06/2005,aweagg,ons,Q,-33,85.4
30/06/1997,30/06/2005,aweagg,ons,Q,-32,86
30/09/1997,30/06/2005,aweagg,ons,Q,-31,87.3
31/12/1997,30/06/2005,aweagg,ons,Q,-30,88.6
31/03/1998,30/06/2005,aweagg,ons,Q,-29,89.6
30/06/1998,30/06/2005,aweagg,ons,Q,-28,90.9
30/09/1998,30/06/2005,aweagg,ons,Q,-27,91.9
31/12/1998,30/06/2005,aweagg,ons,Q,-26,92.7
31/03/1999,30/06/2005,aweagg,ons,Q,-25,93.6
30/06/1999,30/06/2005,aweagg,ons,Q,-24,95
30/09/1999,30/06/2005,aweagg,ons,Q,-23,96.2
31/12/1999,30/06/2005,aweagg,ons,Q,-22,97.8
31/03/2000,30/06/2005,aweagg,ons,Q,-21,98.8
30/06/2000,30/06/2005,aweagg,ons,Q,-20,98.9
30/09/2000,30/06/2005,aweagg,ons,Q,-19,100.2
31/12/2000,30/06/2005,aweagg,ons,Q,-18,102.2
31/03/2001,30/06/2005,aweagg,ons,Q,-17,103.5
30/06/2001,30/06/2005,aweagg,ons,Q,-16,104
30/09/2001,30/06/2005,aweagg,ons,Q,-15,104.7
31/12/2001,30/06/2005,aweagg,ons,Q,-14,105.5
31/03/2002,30/06/2005,aweagg,ons,Q,-13,106.5
30/06/2002,30/06/2005,aweagg,ons,Q,-12,108
30/09/2002,30/06/2005,aweagg,ons,Q,-11,108.6
31/12/2002,30/06/2005,aweagg,ons,Q,-10,109.6
31/03/2003,30/06/2005,aweagg,ons,Q,-9,110.2
30/06/2003,30/06/2005,aweagg,ons,Q,-8,111.2
30/09/2003,30/06/2005,aweagg,ons,Q,-7,112.6
31/12/2003,30/06/2005,aweagg,ons,Q,-6,113.4
31/03/2004,30/06/2005,aweagg,ons,Q,-5,115.9
30/06/2004,30/06/2005,aweagg,ons,Q,-4,115.8
30/09/2004,30/06/2005,aweagg,ons,Q,-3,116.8
31/12/2004,30/06/2005,aweagg,ons,Q,-2,118.4
31/03/2005,30/06/2005,aweagg,ons,Q,-1,121.46830544600894
31/03/1990,30/09/2005,aweagg,ons,Q,-62,61.3
30/06/1990,30/09/2005,aweagg,ons,Q,-61,63.3
30/09/1990,30/09/2005,aweagg,ons,Q,-60,64.8
31/12/1990,30/09/2005,aweagg,ons,Q,-59,66.2
31/03/1991,30/09/2005,aweagg,ons,Q,-58,66.8
30/06/1991,30/09/2005,aweagg,ons,Q,-57,68.3
30/09/1991,30/09/2005,aweagg,ons,Q,-56,69.6
31/12/1991,30/09/2005,aweagg,ons,Q,-55,70.8
31/03/1992,30/09/2005,aweagg,ons,Q,-54,71.9
30/06/1992,30/09/2005,aweagg,ons,Q,-53,72.5
30/09/1992,30/09/2005,aweagg,ons,Q,-52,73.3
31/12/1992,30/09/2005,aweagg,ons,Q,-51,74.1
31/03/1993,30/09/2005,aweagg,ons,Q,-50,74.2
30/06/1993,30/09/2005,aweagg,ons,Q,-49,74.9
30/09/1993,30/09/2005,aweagg,ons,Q,-48,75.6
31/12/1993,30/09/2005,aweagg,ons,Q,-47,76.3
31/03/1994,30/09/2005,aweagg,ons,Q,-46,76.9
30/06/1994,30/09/2005,aweagg,ons,Q,-45,77.5
30/09/1994,30/09/2005,aweagg,ons,Q,-44,78.4
31/12/1994,30/09/2005,aweagg,ons,Q,-43,79
31/03/1995,30/09/2005,aweagg,ons,Q,-42,79.6
30/06/1995,30/09/2005,aweagg,ons,Q,-41,80.1
30/09/1995,30/09/2005,aweagg,ons,Q,-40,80.5
31/12/1995,30/09/2005,aweagg,ons,Q,-39,81.4
31/03/1996,30/09/2005,aweagg,ons,Q,-38,82
30/06/1996,30/09/2005,aweagg,ons,Q,-37,82.7
30/09/1996,30/09/2005,aweagg,ons,Q,-36,83.7
31/12/1996,30/09/2005,aweagg,ons,Q,-35,84.5
31/03/1997,30/09/2005,aweagg,ons,Q,-34,85.4
30/06/1997,30/09/2005,aweagg,ons,Q,-33,86
30/09/1997,30/09/2005,aweagg,ons,Q,-32,87.3
31/12/1997,30/09/2005,aweagg,ons,Q,-31,88.6
31/03/1998,30/09/2005,aweagg,ons,Q,-30,89.6
